variable,n_non_missing,missing_pct,mean,median,std,min,p10,p90,max,skew
impervious_pct,700063,0.0,47.68341444497783,52.241905212402344,26.273906684094545,0.0,2.4403050422668393,82.29859313964843,99.11073303222656,-0.37128714908890975
ndvi_median_may_aug,699119,0.13484500680652767,0.4848899013825576,0.473458740234375,0.12494791842560406,-0.025400000000000002,0.338054931640625,0.659598486328125,0.84455927734375,0.11397610156849679
lst_median_may_aug,700063,0.0,306.44441400662384,306.1675720214844,2.2037014020943575,300.260009765625,303.7107849121094,309.55931091308594,315.0432434082031,0.3160580410131355
dist_to_water_m,700063,0.0,262.47946862673683,180.0,282.17349152354325,0.0,30.0,600.0,2101.927734375,2.196068337513752
elevation_m,700063,0.0,0.06655552822796935,-0.10776974260807037,1.7022408080291433,-6.264219284057617,-1.8231590747833253,2.2306191444396988,16.890287399291992,1.097754376894511
n_valid_ecostress_passes,700063,0.0,43.082562569368754,50.0,13.943993586523725,21.0,26.0,58.800000000046566,65.0,-0.14819519828572753
