model_name,outer_fold,train_city_count,test_city_count,train_row_count,test_row_count,test_positive_count,test_prevalence,pr_auc,recall_at_top_10pct,inner_cv_splits,best_inner_cv_average_precision,param_candidate_count,estimated_inner_fit_count,data_load_seconds,preprocess_build_seconds,preprocess_probe_fit_transform_seconds,grid_search_seconds,fold_wall_clock_seconds
random_forest,0,24,6,95000,30000,3028,0.10093333333333333,0.18076400275504068,0.1998018494055482,3,0.14236547487049392,4,12,0.0172273999924073,0.00011310000263620168,0.18408649999764748,223.16978870000457,223.3786536999978
