model_name,outer_fold_count,heldout_city_count,heldout_row_count,heldout_positive_count,heldout_prevalence,pooled_pr_auc,mean_fold_pr_auc,mean_city_pr_auc,pooled_recall_at_top_10pct,mean_fold_recall_at_top_10pct
random_forest,5,30,150000,15000,0.1,0.14859063034094028,0.15541910393296732,0.17808793716524815,0.19606666666666667,0.198
