model_name,outer_fold_count,heldout_city_count,heldout_row_count,heldout_positive_count,heldout_prevalence,pooled_pr_auc,mean_fold_pr_auc,mean_city_pr_auc,pooled_recall_at_top_10pct,mean_fold_recall_at_top_10pct
logistic_saga,5,30,150000,15000,0.1,0.14210921843403534,0.1557942565557649,0.18034696995849148,0.16466666666666666,0.19226666666666667
