index,lst_median_may_aug,impervious_pct,ndvi_median_may_aug,dist_to_water_m,elevation_m,n_valid_ecostress_passes
lst_median_may_aug,1.0,-0.0005276384687814843,-0.24558693353847857,0.10721403440824469,-0.45353555247143856,-0.11892767173862977
impervious_pct,-0.0005276384687814843,1.0,-0.256054143362441,0.269953987959459,-0.28676700408288214,0.12653846899504534
ndvi_median_may_aug,-0.24558693353847857,-0.256054143362441,1.0,-0.23926364485204327,0.36773552574300106,-0.5850196864342186
dist_to_water_m,0.10721403440824469,0.269953987959459,-0.23926364485204327,1.0,-0.08764488184069749,0.16920201150340075
elevation_m,-0.45353555247143856,-0.28676700408288214,0.36773552574300106,-0.08764488184069749,1.0,-0.2679610298297932
n_valid_ecostress_passes,-0.11892767173862977,0.12653846899504534,-0.5850196864342186,0.16920201150340075,-0.2679610298297932,1.0
