quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,341839,41484,12.135537489870963
north_west,399084,17918,4.489781599863687
south_east,399084,87159,21.83976305740145
south_west,341839,1624,0.4750774487404889
