quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,1374747,195490,14.220071038525633
north_west,442787,21398,4.83257186864113
south_east,442787,84754,19.14103169243903
south_west,1374747,61868,4.500318967780981
