city_id,city_name,climate_group,outer_fold,model_name,source_reference_run_dir,training_sample_rows_per_city,prediction_scope,row_count,valid_cell_count,scale_label,smoothing_radius_m,smoothing_method,smoothing_sigma_m,threshold_fraction,spearman_surface_corr,top_region_overlap_fraction,observed_mass_captured,centroid_distance_m,median_nearest_region_distance_m,observed_top_cell_count,predicted_top_cell_count,overlap_cell_count,grid_cell_size_m,projected_crs,grid_reconstruction_status
3,Las Vegas,hot_arid,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1718669,1718669,medium,300.0,gaussian,150.0,0.1,0.2420601779793103,0.31360132684686615,0.4472120562712153,1661.5087819765492,60.0,171867,171867,82061,30.0,EPSG:32611,ok
3,Las Vegas,hot_arid,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1718669,1718669,broad,600.0,gaussian,300.0,0.1,0.22783248067146689,0.34058485370857156,0.45466864817986896,1568.9810385115104,0.0,171867,171867,87328,30.0,EPSG:32611,ok
14,New Orleans,hot_humid,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,700063,700063,fine,150.0,gaussian,75.0,0.1,0.33553699932705483,0.112299210346526,0.19594025859759934,4155.362456066352,276.5863337187866,70007,70007,14136,30.0,EPSG:32615,ok
14,New Orleans,hot_humid,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,700063,700063,medium,300.0,gaussian,150.0,0.1,0.3590445169024954,0.11639663200867513,0.19543419825608183,4396.267331753186,400.24992192379,70007,70007,14598,30.0,EPSG:32615,ok
14,New Orleans,hot_humid,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,700063,700063,broad,600.0,gaussian,300.0,0.1,0.39320869564876293,0.1276628303117676,0.18960281801177706,4810.501543698906,697.7822009767805,70007,70007,15851,30.0,EPSG:32615,ok
16,Miami,hot_humid,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,3635068,3635068,fine,150.0,gaussian,75.0,0.1,0.3107899210767914,0.08991718587902302,0.16314375811933732,25970.19335233819,270.0,363507,363507,59978,30.0,EPSG:32617,ok
16,Miami,hot_humid,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,3635068,3635068,medium,300.0,gaussian,150.0,0.1,0.35980757380253087,0.09681672801882807,0.17095515155162277,27822.062790459197,394.58839313897715,363507,363507,64174,30.0,EPSG:32617,ok
16,Miami,hot_humid,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,3635068,3635068,broad,600.0,gaussian,300.0,0.1,0.39421836900138524,0.10396676319230062,0.1779745443747951,29852.75771506425,570.0,363507,363507,68467,30.0,EPSG:32617,ok
19,Charlotte,hot_humid,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1896996,1896996,fine,150.0,gaussian,75.0,0.1,0.23302257285317207,0.09558819282814224,0.17249487954500992,4548.953221177945,792.5906888173744,189700,189700,33102,30.0,EPSG:32617,ok
19,Charlotte,hot_humid,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1896996,1896996,medium,300.0,gaussian,150.0,0.1,0.24225569050067594,0.09044296011864388,0.1647777342438007,4909.263942986038,1207.4767078498865,189700,189700,31468,30.0,EPSG:32617,ok
19,Charlotte,hot_humid,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1896996,1896996,broad,600.0,gaussian,300.0,0.1,0.22901667554688063,0.08331596334885687,0.15303733872577813,5707.598863211337,1813.945974939717,189700,189700,29179,30.0,EPSG:32617,ok
23,San Francisco,mild_cool,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1466276,1466276,fine,150.0,gaussian,75.0,0.1,0.06066813583206921,0.028181952050712087,0.056162343295210956,33150.34599158452,550.7267925205746,146628,146628,8038,30.0,EPSG:32610,ok
23,San Francisco,mild_cool,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1466276,1466276,medium,300.0,gaussian,150.0,0.1,0.049877719658859815,0.021292600873435444,0.04379578244181134,34510.27560259687,1039.6634070698074,146628,146628,6114,30.0,EPSG:32610,ok
23,San Francisco,mild_cool,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1466276,1466276,broad,600.0,gaussian,300.0,0.1,0.007503096885535047,0.011374061070913719,0.023705364421555103,35708.468563660965,1782.1616088334974,146628,146628,3298,30.0,EPSG:32610,ok
30,Boston,mild_cool,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,4813984,4813984,fine,150.0,gaussian,75.0,0.1,0.3620961602085985,0.16089973533649643,0.26611720054530397,17556.677774985827,161.55494421403512,481399,481399,133443,30.0,EPSG:32619,ok
30,Boston,mild_cool,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,4813984,4813984,medium,300.0,gaussian,150.0,0.1,0.38136648377018634,0.16158041861862368,0.25674130208025536,18388.812454282506,300.0,481399,481399,133929,30.0,EPSG:32619,ok
30,Boston,mild_cool,3,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,4813984,4813984,broad,600.0,gaussian,300.0,0.1,0.37831686149977023,0.15442297915607525,0.23571282329464124,19234.423725461937,648.9992295835181,481399,481399,128790,30.0,EPSG:32619,ok
4,Albuquerque,hot_arid,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1336755,1336755,fine,150.0,gaussian,75.0,0.1,-0.017880884887251373,0.04090388793284692,0.0824123821499793,7506.268054394107,1548.4185480676729,133676,133676,10506,30.0,EPSG:32613,ok
4,Albuquerque,hot_arid,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1336755,1336755,medium,300.0,gaussian,150.0,0.1,0.015353509298427109,0.04018706497083919,0.08418541080121329,8032.106549028365,2459.8170595661777,133676,133676,10329,30.0,EPSG:32613,ok
4,Albuquerque,hot_arid,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1336755,1336755,broad,600.0,gaussian,300.0,0.1,0.04404722302903404,0.039847223140560155,0.09048360868549182,8847.872821192641,4095.851559810243,133676,133676,10245,30.0,EPSG:32613,ok
5,El Paso,hot_arid,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,738527,738527,fine,150.0,gaussian,75.0,0.1,-0.04107321345211665,0.020569478128087668,0.041303682177023744,11311.638778263597,617.73780845922,73853,73853,2977,30.0,EPSG:32613,ok
5,El Paso,hot_arid,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,738527,738527,medium,300.0,gaussian,150.0,0.1,-0.07779096922366956,0.021013921723141583,0.04154089274432719,11260.960449320248,915.8602513484249,73853,73853,3040,30.0,EPSG:32613,ok
5,El Paso,hot_arid,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,738527,738527,broad,600.0,gaussian,300.0,0.1,-0.1432958022921299,0.026035371427777548,0.04424360832496433,11366.425336195207,1471.2239802287074,73853,73853,3748,30.0,EPSG:32613,ok
20,Nashville,hot_humid,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1680248,1680248,fine,150.0,gaussian,75.0,0.1,0.6843744565755117,0.39082605258692404,0.5261687212035178,3464.887302954163,0.0,168025,168025,94431,30.0,EPSG:32616,ok
20,Nashville,hot_humid,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1680248,1680248,medium,300.0,gaussian,150.0,0.1,0.7476350993021086,0.42016760555642424,0.51144024228906,3841.0947138352794,0.0,168025,168025,99423,30.0,EPSG:32616,ok
20,Nashville,hot_humid,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1680248,1680248,broad,600.0,gaussian,300.0,0.1,0.7807520019060663,0.45037937314953086,0.45942212575594854,4387.052608273965,0.0,168025,168025,104352,30.0,EPSG:32616,ok
25,Los Angeles,mild_cool,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,4736063,4736063,fine,150.0,gaussian,75.0,0.1,0.16206486588683297,0.05176583454919753,0.09597865049702929,20770.25003982573,780.5767098754612,473607,473607,46620,30.0,EPSG:32611,ok
25,Los Angeles,mild_cool,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,4736063,4736063,medium,300.0,gaussian,150.0,0.1,0.12993861030324722,0.05237814836623818,0.09549395516824993,21073.919946493057,1880.4520733057782,473607,473607,47144,30.0,EPSG:32611,ok
25,Los Angeles,mild_cool,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,4736063,4736063,broad,600.0,gaussian,300.0,0.1,0.07523808577585679,0.05473823458670729,0.09680909382367864,21304.63770992276,5860.375414595895,473607,473607,49158,30.0,EPSG:32611,ok
26,San Diego,mild_cool,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1948679,1948679,fine,150.0,gaussian,75.0,0.1,0.19392396471190232,0.09145595232427559,0.16622513016870527,12403.537671167052,349.85711369071805,194868,194868,32657,30.0,EPSG:32611,ok
26,San Diego,mild_cool,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1948679,1948679,medium,300.0,gaussian,150.0,0.1,0.18075720573138365,0.09837386917678889,0.17163088037800298,13022.628286632245,615.5485358604957,194868,194868,34906,30.0,EPSG:32611,ok
26,San Diego,mild_cool,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,1948679,1948679,broad,600.0,gaussian,300.0,0.1,0.15486473851916924,0.10200757789967765,0.17573739605554317,14330.324287948975,1008.0178569846865,194868,194868,36076,30.0,EPSG:32611,ok
29,Detroit,mild_cool,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,3702849,3702849,fine,150.0,gaussian,75.0,0.1,0.3047064425657578,0.11423223791311465,0.19750971381870333,14215.481774628039,807.7747210701756,370285,370285,75924,30.0,EPSG:32617,ok
29,Detroit,mild_cool,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,3702849,3702849,medium,300.0,gaussian,150.0,0.1,0.3330573065631402,0.11149966980848892,0.187468686407435,14995.326344946896,1337.9461872586655,370285,370285,74290,30.0,EPSG:32617,ok
29,Detroit,mild_cool,4,random_forest,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\random_forest\frontier_allfolds_s5000_frontier-check_2026-04-11_173430,5000,full_city,3702849,3702849,broad,600.0,gaussian,300.0,0.1,0.3390602992264652,0.10183701495113245,0.16812396339997066,16410.661033391832,2320.107756118237,370285,370285,68447,30.0,EPSG:32617,ok
