model_name,outer_fold,city_id,city_name,climate_group,row_count,positive_count,prevalence,pr_auc,recall_at_top_10pct
logistic_saga,0,2,Tucson,hot_arid,20000,2000,0.1,0.1300706761841961,0.1145
logistic_saga,0,9,Bakersfield,hot_arid,20000,2000,0.1,0.11659041120800805,0.146
logistic_saga,0,13,Richmond,hot_humid,20000,2000,0.1,0.24700991607540868,0.3155
logistic_saga,0,15,Tampa,hot_humid,20000,2000,0.1,0.21827068412561135,0.254
logistic_saga,0,18,Atlanta,hot_humid,20000,2000,0.1,0.23530517124660935,0.2885
logistic_saga,0,24,San Jose,mild_cool,20000,2000,0.1,0.1709647702305505,0.1665
logistic_saga,1,6,Denver,hot_arid,20000,2000,0.1,0.1790435927588041,0.2005
logistic_saga,1,7,Salt Lake City,hot_arid,20000,2000,0.1,0.16747454590772992,0.193
logistic_saga,1,8,Fresno,hot_arid,20000,2000,0.1,0.17391413294864855,0.233
logistic_saga,1,22,Portland,mild_cool,20000,2000,0.1,0.30069801381706684,0.3465
logistic_saga,1,27,Chicago,mild_cool,20000,2000,0.1,0.26817990408114445,0.3115
logistic_saga,1,28,Minneapolis,mild_cool,20000,2000,0.1,0.12304875048212453,0.1585
logistic_saga,2,1,Phoenix,hot_arid,20000,2000,0.1,0.14313550631758054,0.1595
logistic_saga,2,10,Reno,hot_arid,20000,2000,0.1,0.21436735181863387,0.265
logistic_saga,2,11,Houston,hot_humid,20000,2000,0.1,0.1282269606370362,0.1475
logistic_saga,2,12,Columbia,hot_humid,20000,2001,0.10005,0.12595811896347023,0.14292853573213393
logistic_saga,2,17,Jacksonville,hot_humid,20000,2000,0.1,0.23534347681015308,0.28
logistic_saga,2,21,Seattle,mild_cool,20000,2000,0.1,0.21823313013516357,0.278
logistic_saga,3,3,Las Vegas,hot_arid,20000,2000,0.1,0.08766435939331989,0.047
logistic_saga,3,14,New Orleans,hot_humid,20000,2000,0.1,0.14698524491718826,0.1545
logistic_saga,3,16,Miami,hot_humid,20000,2000,0.1,0.14711965857952114,0.16
logistic_saga,3,19,Charlotte,hot_humid,20000,2000,0.1,0.14381008448660298,0.1695
logistic_saga,3,23,San Francisco,mild_cool,20000,2000,0.1,0.12170409445255935,0.1155
logistic_saga,3,30,Boston,mild_cool,20000,2000,0.1,0.2164043153915578,0.2555
logistic_saga,4,4,Albuquerque,hot_arid,20000,2000,0.1,0.13291063520383425,0.097
logistic_saga,4,5,El Paso,hot_arid,20000,2000,0.1,0.08966155005212624,0.045
logistic_saga,4,20,Nashville,hot_humid,20000,2000,0.1,0.4615636870909589,0.509
logistic_saga,4,25,Los Angeles,mild_cool,20000,2000,0.1,0.13439966395948055,0.136
logistic_saga,4,26,San Diego,mild_cool,20000,2000,0.1,0.13654820366630055,0.149
logistic_saga,4,29,Detroit,mild_cool,20000,2000,0.1,0.17444897242749063,0.213
