model_name,outer_fold,train_city_count,test_city_count,train_row_count,test_row_count,test_positive_count,test_prevalence,pr_auc,recall_at_top_10pct,inner_cv_splits,best_inner_cv_average_precision,param_candidate_count,estimated_inner_fit_count,data_load_seconds,preprocess_build_seconds,preprocess_probe_fit_transform_seconds,grid_search_seconds,fold_wall_clock_seconds
logistic_saga,0,24,6,120000,30000,2925,0.0975,0.16482580277910355,0.21333333333333335,4,0.1511867604547633,20,80,0.10323400000925176,9.929999941959977e-05,0.2825072999985423,1587.091103200015,1587.4860279000131
