stage,n_rows,share_of_unfiltered_pct
unfiltered_input_rows,1284985,100.0
dropped_open_water_rows,46036,3.5826099137344016
dropped_lt3_ecostress_pass_rows,177,0.01377447985774153
final_filtered_rows,817627,63.629303065794545
