quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,149837,28077,18.73836235375775
north_west,258976,281,0.10850426294328432
south_east,258976,48247,18.629911652044978
south_west,149838,5159,3.4430518293089873
