variable,n_non_missing,missing_pct,mean,median,std,min,p10,p90,max,skew
impervious_pct,3702849,0.0,41.87696106316385,43.73210906982422,25.807699607307104,0.0,4.0,77.52852325439454,99.447265625,-0.027522050040531636
ndvi_median_may_aug,3702849,0.0,0.5849245490369364,0.5872101074218751,0.1155028824798904,0.07940251770019532,0.433712978515625,0.733524091796875,0.884451171875,-0.2760268430419625
lst_median_may_aug,3702849,0.0,295.9798671291408,295.88270568847656,1.6587377870561857,288.8896179199219,293.9544677734375,298.1703796386719,304.8595428466797,0.27233632093571
dist_to_water_m,3702849,0.0,612.5754297803519,258.06976318359375,930.2993337140275,0.0,30.0,1722.846435546875,6095.982421875,2.639508061475405
elevation_m,3702849,0.0,222.8092112147311,199.6092529296875,46.196683507198834,93.1103286743164,180.22198486328125,296.0537414550781,388.4886169433594,0.8325974175605189
n_valid_ecostress_passes,3702849,0.0,27.77845329366658,23.0,10.493453103206333,6.0,17.0,43.0,58.0,0.49879520284608836
