stage,n_rows,share_of_unfiltered_pct
unfiltered_input_rows,3067570,100.0
dropped_open_water_rows,290004,9.453867393409116
dropped_lt3_ecostress_pass_rows,464,0.015125979195258788
final_filtered_rows,1948679,63.52516812982263
