stage,n_rows,share_of_unfiltered_pct
unfiltered_input_rows,2876724,100.0
dropped_open_water_rows,121373,4.219139549014782
dropped_lt3_ecostress_pass_rows,354,0.012305664359876026
final_filtered_rows,1680248,58.40838398122309
