index,lst_median_may_aug,impervious_pct,ndvi_median_may_aug,dist_to_water_m,elevation_m,n_valid_ecostress_passes
lst_median_may_aug,1.0,0.617497000320171,-0.7057237930666327,0.21590793134691708,-0.34203833455886506,0.09356778349663938
impervious_pct,0.617497000320171,1.0,-0.6425512591785065,0.20430058421858602,-0.16059242714223637,0.2861913636166265
ndvi_median_may_aug,-0.7057237930666327,-0.6425512591785065,1.0,-0.27085506200057546,0.3269903388750463,-0.2935622729670305
dist_to_water_m,0.21590793134691708,0.20430058421858602,-0.27085506200057546,1.0,0.007671511276575281,0.20427628800195502
elevation_m,-0.34203833455886506,-0.16059242714223637,0.3269903388750463,0.007671511276575281,1.0,0.2064541106198597
n_valid_ecostress_passes,0.09356778349663938,0.2861913636166265,-0.2935622729670305,0.20427628800195502,0.2064541106198597,1.0
