quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,933769,135636,14.525648206355104
north_west,482168,61000,12.651192115611156
south_east,482168,65086,13.498614590765046
south_west,933770,21467,2.2989601293680457
