stage,n_rows,share_of_unfiltered_pct
unfiltered_input_rows,2563107,100.0
dropped_open_water_rows,101510,3.9604277152690073
dropped_lt3_ecostress_pass_rows,377,0.014708710951201022
final_filtered_rows,1496116,58.37118778107976
