stage,n_rows,share_of_unfiltered_pct
unfiltered_input_rows,2830218,100.0
dropped_open_water_rows,64091,2.2645252061855308
dropped_lt3_ecostress_pass_rows,420,0.014839846259192754
final_filtered_rows,1859393,65.69787203671237
