stage,n_rows,share_of_unfiltered_pct
unfiltered_input_rows,2992259,100.0
dropped_open_water_rows,163016,5.447924126888749
dropped_lt3_ecostress_pass_rows,344,0.011496331032841743
final_filtered_rows,1896996,63.39678483714144
