quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,441496,8249,1.8684200989363435
north_west,1158224,120364,10.39211758692619
south_east,1158224,115403,9.963789387890426
south_west,441496,75933,17.199023320709586
