stage,n_rows,share_of_unfiltered_pct
unfiltered_input_rows,4743629,100.0
dropped_open_water_rows,7283,0.15353224293046527
dropped_lt3_ecostress_pass_rows,763,0.016084731752841547
final_filtered_rows,3199440,67.44709588376325
