quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,203227,7453,3.6673276680756004
north_west,228551,42553,18.618601537512415
south_east,228551,9361,4.095803562443393
south_west,203228,26989,13.280158245910997
