city_id,city_name,climate_group,model_name,spatial_block_eval_count,sample_rows_per_city_cap,effective_city_row_count,observed_spatial_block_count,spatial_within_city_pr_auc_mean,spatial_within_city_pr_auc_std,spatial_within_city_recall_at_top_10pct_mean,spatial_within_city_recall_at_top_10pct_std,spatial_best_inner_cv_average_precision_mean,default_within_city_repeat_count,default_within_city_pr_auc_mean,default_within_city_recall_at_top_10pct_mean,cross_city_row_count,cross_city_positive_count,cross_city_prevalence,cross_city_pr_auc,cross_city_recall_at_top_10pct,cross_city_reference_run_dir,cross_city_reference_run_label,spatial_minus_default_pr_auc_gap,spatial_minus_cross_city_pr_auc_gap,spatial_minus_default_recall_gap,spatial_minus_cross_city_recall_gap
10,Reno,hot_arid,logistic_saga,4,20000,20000,4,0.4438411317346713,0.06344014998679066,0.6651432042048353,0.3454579464532985,0.5143636626246667,3,0.5037160433909228,0.4908333333333333,20000,2000,0.1,0.2143673518186338,0.265,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\logistic_saga\full_allfolds_s20000_samplecurve-20k_2026-04-08_021152,full_allfolds_s20000_samplecurve-20k_2026-04-08_021152,-0.05987491165625147,0.2294737799160375,0.17430987087150202,0.4001432042048353
19,Charlotte,hot_humid,logistic_saga,4,20000,20000,4,0.13852907036762743,0.03374496107681596,0.1637177595336821,0.058474023793045664,0.15256829052101112,3,0.154154074220212,0.16,20000,2000,0.1,0.1438100844866029,0.1695,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\logistic_saga\full_allfolds_s20000_samplecurve-20k_2026-04-08_021152,full_allfolds_s20000_samplecurve-20k_2026-04-08_021152,-0.015625003852584557,-0.005281014118975469,0.0037177595336820857,-0.005782240466317923
29,Detroit,mild_cool,logistic_saga,4,20000,20000,4,0.17590695161435058,0.07628767805853649,0.24940972986859353,0.1409389357365116,0.18523139909122288,3,0.1735377895207394,0.1999999999999999,20000,2000,0.1,0.1744489724274906,0.213,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\logistic_saga\full_allfolds_s20000_samplecurve-20k_2026-04-08_021152,full_allfolds_s20000_samplecurve-20k_2026-04-08_021152,0.0023691620936111824,0.00145797918685997,0.04940972986859363,0.03640972986859353
