stage,n_rows,share_of_unfiltered_pct
unfiltered_input_rows,944803,100.0
dropped_open_water_rows,8147,0.8622961612103264
dropped_lt3_ecostress_pass_rows,21,0.002222685575723193
final_filtered_rows,475828,50.36266819643883
