quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,124508,29831,23.959103029524208
north_west,113406,1853,1.6339523482002718
south_east,113406,13408,11.823007601008765
south_west,124508,2491,2.000674655443827
