model_name,outer_fold,inner_cv_splits,best_inner_cv_average_precision,best_params_json
random_forest,0,3,0.14996547864434587,"{""model__max_depth"": 10, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 200}"
