model_name,outer_fold_count,heldout_city_count,heldout_row_count,heldout_positive_count,heldout_prevalence,pooled_pr_auc,mean_fold_pr_auc,mean_city_pr_auc,pooled_recall_at_top_10pct,mean_fold_recall_at_top_10pct
random_forest,1,6,30000,2925,0.0975,0.18650439869866567,0.18650439869866567,0.21439253838296288,0.24991452991452992,0.24991452991452992
