city_id,city_name,climate_group,model_name,repeat_id,split_seed,tuning_preset,sample_rows_per_city_cap,effective_city_row_count,train_row_count,test_row_count,test_positive_count,test_prevalence,pr_auc,recall_at_top_10pct,best_inner_cv_average_precision,effective_inner_cv_splits
11,Houston,hot_humid,logistic_saga,2,43,smoke,20000,20000,16000,4000,400,0.1,0.1437189454211842,0.1625,0.12740553080504766,3.0
11,Houston,hot_humid,logistic_saga,3,44,smoke,20000,20000,16000,4000,400,0.1,0.12554367676137285,0.14,0.1311716670159821,3.0
11,Houston,hot_humid,random_forest,1,42,smoke,20000,20000,16000,4000,400,0.1,0.21290364670460354,0.265,0.2177161252606842,3.0
11,Houston,hot_humid,random_forest,2,43,smoke,20000,20000,16000,4000,400,0.1,0.23512024154378316,0.275,0.20982783720006826,3.0
11,Houston,hot_humid,random_forest,3,44,smoke,20000,20000,16000,4000,400,0.1,0.21218652286393777,0.24,0.2159883446025316,3.0
12,Columbia,hot_humid,city_prevalence_baseline,1,42,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.115,,
12,Columbia,hot_humid,city_prevalence_baseline,2,43,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.0875,,
12,Columbia,hot_humid,city_prevalence_baseline,3,44,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.0825,,
12,Columbia,hot_humid,logistic_saga,1,42,smoke,20000,20000,16000,4000,400,0.1,0.25444426089908057,0.2725,0.24973836858973705,3.0
12,Columbia,hot_humid,logistic_saga,2,43,smoke,20000,20000,16000,4000,400,0.1,0.23208429864914704,0.28,0.2556701374786004,3.0
12,Columbia,hot_humid,logistic_saga,3,44,smoke,20000,20000,16000,4000,400,0.1,0.22149144558910913,0.2475,0.2588713240795501,3.0
12,Columbia,hot_humid,random_forest,1,42,smoke,20000,20000,16000,4000,400,0.1,0.28712719634127437,0.2975,0.28514324516704853,3.0
12,Columbia,hot_humid,random_forest,2,43,smoke,20000,20000,16000,4000,400,0.1,0.2987369311830779,0.33,0.29224174067676534,3.0
12,Columbia,hot_humid,random_forest,3,44,smoke,20000,20000,16000,4000,400,0.1,0.29652047171949353,0.3025,0.286249516628504,3.0
13,Richmond,hot_humid,city_prevalence_baseline,1,42,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.115,,
