city_id,city_name,climate_group,model_name,repeat_count,sample_rows_per_city_cap,effective_city_row_count,within_city_pr_auc_mean,within_city_pr_auc_std,within_city_recall_at_top_10pct_mean,within_city_recall_at_top_10pct_std,within_city_best_inner_cv_average_precision_mean,cross_city_pr_auc,cross_city_recall_at_top_10pct,cross_city_reference_source,cross_city_reference_source_path,pr_auc_gap,recall_gap
16,Miami,hot_humid,logistic_saga,3,20000,20000,0.1689732917830682,0.006486894700414387,0.2058333333333333,0.003818813079129861,0.16177506682700799,0.14881933637123,0.17,cross_city_benchmark_report_city_error_comparison,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\reporting\tables\cross_city_benchmark_report_city_error_comparison.csv,0.020153955411838204,0.0358333333333333
16,Miami,hot_humid,random_forest,3,20000,20000,0.20769651694406455,0.018793661403095546,0.24916666666666668,0.021554195260629284,0.20869204844537562,0.1417766874310615,0.158,cross_city_benchmark_report_city_error_comparison,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\reporting\tables\cross_city_benchmark_report_city_error_comparison.csv,0.06591982951300304,0.09116666666666667
20,Nashville,hot_humid,city_prevalence_baseline,3,20000,20000,0.10000000000000002,0.0,0.105,0.013228756555322957,,,,,,,
20,Nashville,hot_humid,logistic_saga,3,20000,20000,0.5238668889692643,0.03180600950724277,0.5508333333333333,0.030034702151566832,0.5105633704856711,0.4699467101993019,0.476,cross_city_benchmark_report_city_error_comparison,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\reporting\tables\cross_city_benchmark_report_city_error_comparison.csv,0.05392017876996236,0.07483333333333331
20,Nashville,hot_humid,random_forest,3,20000,20000,0.5712536946336644,0.038860510673562686,0.5616666666666666,0.03085584763595605,0.5591833812145571,0.439601477459057,0.458,cross_city_benchmark_report_city_error_comparison,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\reporting\tables\cross_city_benchmark_report_city_error_comparison.csv,0.1316522171746074,0.10366666666666663
14,New Orleans,hot_humid,city_prevalence_baseline,3,20000,20000,0.10000000000000002,0.0,0.105,0.013228756555322957,,,,,,,
14,New Orleans,hot_humid,logistic_saga,3,20000,20000,0.26171605754387645,0.01811021115767031,0.31583333333333335,0.017736497211493986,0.24990382127078947,0.1443318104821279,0.144,cross_city_benchmark_report_city_error_comparison,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\reporting\tables\cross_city_benchmark_report_city_error_comparison.csv,0.11738424706174855,0.17183333333333337
14,New Orleans,hot_humid,random_forest,3,20000,20000,0.34116420237762407,0.030162175894800258,0.3775,0.04380353866983808,0.3373153165339837,0.178069988699618,0.184,cross_city_benchmark_report_city_error_comparison,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\reporting\tables\cross_city_benchmark_report_city_error_comparison.csv,0.16309421367800608,0.1935
13,Richmond,hot_humid,city_prevalence_baseline,3,20000,20000,0.10000000000000002,0.0,0.105,0.013228756555322957,,,,,,,
13,Richmond,hot_humid,logistic_saga,3,20000,20000,0.39298527293112157,0.02749616939278424,0.39749999999999996,0.010897247358851687,0.3698443536901986,0.2690690286642281,0.334,cross_city_benchmark_report_city_error_comparison,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\reporting\tables\cross_city_benchmark_report_city_error_comparison.csv,0.12391624426689346,0.06349999999999995
13,Richmond,hot_humid,random_forest,3,20000,20000,0.46530033584755665,0.014215496902789955,0.445,0.013919410907075064,0.4227858018516892,0.2599509529657198,0.328,cross_city_benchmark_report_city_error_comparison,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\reporting\tables\cross_city_benchmark_report_city_error_comparison.csv,0.20534938288183685,0.11699999999999999
15,Tampa,hot_humid,city_prevalence_baseline,3,20000,20000,0.10000000000000002,0.0,0.105,0.013228756555322957,,,,,,,
15,Tampa,hot_humid,logistic_saga,3,20000,20000,0.23589302204525273,0.010917663060734143,0.2758333333333333,0.009464847243000438,0.22510129881270513,0.2231058830616834,0.26,cross_city_benchmark_report_city_error_comparison,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\reporting\tables\cross_city_benchmark_report_city_error_comparison.csv,0.012787138983569313,0.01583333333333331
15,Tampa,hot_humid,random_forest,3,20000,20000,0.28680041871908674,0.0013043454656616088,0.30916666666666665,0.014648663192705802,0.28094216957953977,0.2109227972936732,0.228,cross_city_benchmark_report_city_error_comparison,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\reporting\tables\cross_city_benchmark_report_city_error_comparison.csv,0.07587762142541354,0.08116666666666664
30,Boston,mild_cool,city_prevalence_baseline,3,20000,20000,0.10000000000000002,0.0,0.105,0.013228756555322957,,,,,,,
30,Boston,mild_cool,logistic_saga,3,20000,20000,0.2274036350487534,0.01424546623066194,0.27,0.022912878474779182,0.2358366178103879,0.2143239716743264,0.244,cross_city_benchmark_report_city_error_comparison,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\reporting\tables\cross_city_benchmark_report_city_error_comparison.csv,0.013079663374427009,0.026000000000000023
30,Boston,mild_cool,random_forest,3,20000,20000,0.2953660346109459,0.005716541220755685,0.3216666666666667,0.011814539065631539,0.3036125275851718,0.1971754233842124,0.228,cross_city_benchmark_report_city_error_comparison,C:\Users\golde\OneDrive - University of Virginia\STAT5630_FinalProject_DataProcessing\outputs\modeling\reporting\tables\cross_city_benchmark_report_city_error_comparison.csv,0.0981906112267335,0.0936666666666667
