climate_group,model_name,city_count,mean_effective_city_row_count,mean_city_within_city_pr_auc,std_city_within_city_pr_auc,mean_city_within_city_recall_at_top_10pct,std_city_within_city_recall_at_top_10pct
hot_arid,city_prevalence_baseline,10,20000.0,0.10000000000000002,0.0,0.10500000000000001,0.0
hot_arid,logistic_saga,10,20000.0,0.3042088857637728,0.13841540956279957,0.3259166666666667,0.13529200814954223
hot_arid,random_forest,10,20000.0,0.5150349921246561,0.13417861656700678,0.5046666666666667,0.10349091926526871
hot_humid,city_prevalence_baseline,10,20000.0,0.10000000000000002,0.0,0.10400000000000001,0.003162277660168373
hot_humid,logistic_saga,10,20000.0,0.27232275944610873,0.11924488474323386,0.30016666666666664,0.12070574362146101
hot_humid,random_forest,10,20000.0,0.3242011044998775,0.11757617989071278,0.3470833333333333,0.10220957802234669
mild_cool,city_prevalence_baseline,10,20000.0,0.10000000000000002,0.0,0.10500000000000001,0.0
mild_cool,logistic_saga,10,20000.0,0.2693838112641128,0.06821677767833732,0.3075,0.08719921848103745
mild_cool,random_forest,10,20000.0,0.42462002759182804,0.11283311472262078,0.42358333333333337,0.09251964255907638
