quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,1294911,338890,26.170910587677454
north_west,2066570,113593,5.496692587233919
south_east,2066570,208273,10.078197205998345
south_west,1294912,11550,0.8919525033361341
