quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,114326,3577,3.128772107831989
north_west,115226,4094,3.5530175481228192
south_east,115226,22167,19.23784562511933
south_west,114326,16074,14.05979392264227
