model_name,scope_name,scope_value,bin_index,predicted_probability_mean,observed_positive_rate
logistic_saga,outer_fold,0,0,0.046370223215863954,0.020166666666666666
logistic_saga,outer_fold,0,1,0.05645835532530803,0.048
logistic_saga,outer_fold,0,2,0.06610511677241125,0.07883333333333334
logistic_saga,outer_fold,0,3,0.07616074709895024,0.08733333333333333
logistic_saga,outer_fold,0,4,0.08641332728152637,0.085
logistic_saga,outer_fold,0,5,0.09636914503450345,0.07983333333333334
logistic_saga,outer_fold,0,6,0.10642283651375636,0.08733333333333333
logistic_saga,outer_fold,0,7,0.11692503045613029,0.1515
logistic_saga,outer_fold,0,8,0.13286198631392362,0.14533333333333334
logistic_saga,outer_fold,0,9,0.17775874499798613,0.21666666666666667
logistic_saga,outer_fold,1,0,0.03396447043442488,0.020833333333333332
logistic_saga,outer_fold,1,1,0.04439185374168543,0.04616666666666667
logistic_saga,outer_fold,1,2,0.05074381715243334,0.0655
logistic_saga,outer_fold,1,3,0.05660066205017165,0.07183333333333333
logistic_saga,outer_fold,1,4,0.06293088774234383,0.08483333333333333
logistic_saga,outer_fold,1,5,0.07017714325199818,0.0895
logistic_saga,outer_fold,1,6,0.07893434283029002,0.08916666666666667
logistic_saga,outer_fold,1,7,0.08891000750964387,0.11516666666666667
logistic_saga,outer_fold,1,8,0.10372906163812637,0.15433333333333332
logistic_saga,outer_fold,1,9,0.14289361382650384,0.26266666666666666
logistic_saga,outer_fold,2,0,0.03023796077350114,0.03216666666666667
logistic_saga,outer_fold,2,1,0.05259821931041615,0.06333333333333334
logistic_saga,outer_fold,2,2,0.0701418820163061,0.06983333333333333
logistic_saga,outer_fold,2,3,0.07966944905368051,0.06766666666666667
logistic_saga,outer_fold,2,4,0.08906320190846931,0.08
logistic_saga,outer_fold,2,5,0.09966471726590002,0.10316666666666667
logistic_saga,outer_fold,2,6,0.112622912775609,0.12233333333333334
logistic_saga,outer_fold,2,7,0.1294848142532652,0.12766666666666668
logistic_saga,outer_fold,2,8,0.15433359332331983,0.1385
logistic_saga,outer_fold,2,9,0.21655081113703573,0.19533333333333333
logistic_saga,outer_fold,3,0,0.019432711523003476,0.028
logistic_saga,outer_fold,3,1,0.03689489963638258,0.0905
logistic_saga,outer_fold,3,2,0.058964761197110825,0.09716666666666667
logistic_saga,outer_fold,3,3,0.07938279368043817,0.085
logistic_saga,outer_fold,3,4,0.10220961721351832,0.0825
logistic_saga,outer_fold,3,5,0.12402706948691881,0.09966666666666667
logistic_saga,outer_fold,3,6,0.142046903612843,0.12083333333333333
logistic_saga,outer_fold,3,7,0.15842253716465157,0.11416666666666667
logistic_saga,outer_fold,3,8,0.19106055145507297,0.13283333333333333
logistic_saga,outer_fold,3,9,0.2753086382816836,0.14933333333333335
logistic_saga,outer_fold,4,0,0.04588333576782641,0.007666666666666666
logistic_saga,outer_fold,4,1,0.06514866479899675,0.035333333333333335
logistic_saga,outer_fold,4,2,0.0812641810556437,0.07783333333333334
logistic_saga,outer_fold,4,3,0.0960367767439039,0.10366666666666667
logistic_saga,outer_fold,4,4,0.10944256532320774,0.0925
logistic_saga,outer_fold,4,5,0.12380591068428928,0.093
logistic_saga,outer_fold,4,6,0.13723018813374951,0.14783333333333334
logistic_saga,outer_fold,4,7,0.14783799177802578,0.12633333333333333
logistic_saga,outer_fold,4,8,0.16984289373792869,0.15216666666666667
logistic_saga,outer_fold,4,9,0.2312933699099355,0.16366666666666665
logistic_saga,overall,overall,0,0.031799774388112045,0.03613333333333334
logistic_saga,overall,overall,1,0.05061023837474093,0.05076666666666667
logistic_saga,overall,overall,2,0.06256174908485376,0.0721
logistic_saga,overall,overall,3,0.07410789952037725,0.07903333333333333
logistic_saga,overall,overall,4,0.08613253949188869,0.0891
logistic_saga,overall,overall,5,0.09887293779312024,0.097
logistic_saga,overall,overall,6,0.1136940082350824,0.12263333333333333
logistic_saga,overall,overall,7,0.1319956681644944,0.13453333333333334
logistic_saga,overall,overall,8,0.15408326080508183,0.1512
logistic_saga,overall,overall,9,0.22114698338036837,0.1675
