quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,245114,2242,0.9146764362704701
north_west,488024,910,0.18646623936527712
south_east,488024,135739,27.81400095077291
south_west,245114,7737,3.1564904493419386
