index,lst_median_may_aug,impervious_pct,ndvi_median_may_aug,dist_to_water_m,elevation_m,n_valid_ecostress_passes
lst_median_may_aug,1.0,0.08280118670058402,-0.19611063323274916,-0.3057536109075965,-0.3456814722010675,0.35151460541092444
impervious_pct,0.08280118670058402,1.0,-0.6832539078584772,0.24319712273371427,-0.4611844770120846,-0.193545539541607
ndvi_median_may_aug,-0.19611063323274916,-0.6832539078584772,1.0,-0.16355349924945675,0.571698739311532,0.1922509354650818
dist_to_water_m,-0.3057536109075965,0.24319712273371427,-0.16355349924945675,1.0,0.056961797936117754,-0.18297714858341765
elevation_m,-0.3456814722010675,-0.4611844770120846,0.571698739311532,0.056961797936117754,1.0,0.08875688642166768
n_valid_ecostress_passes,0.35151460541092444,-0.193545539541607,0.1922509354650818,-0.18297714858341765,0.08875688642166768,1.0
