quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,1827734,543862,29.756080479982316
north_west,1713115,85049,4.964582062500182
south_east,1713115,31352,1.8301164837153372
south_west,1827735,47908,2.6211677294574978
