quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,929084,226722,24.40274506933711
north_west,1438947,214202,14.886024294153987
south_east,1438947,19413,1.349111537812025
south_west,929085,13270,1.4282869705140004
