quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,1175109,182766,15.553110392312544
north_west,1352221,90907,6.722791614684286
south_east,1352221,119992,8.873697420761843
south_west,1175110,111803,9.51425823965416
