quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,69387,3299,4.7544929165405625
north_west,299876,51587,17.202777147887794
south_east,299876,18688,6.231909189131508
south_west,69388,279,0.4020868161641783
