index,lst_median_may_aug,impervious_pct,ndvi_median_may_aug,dist_to_water_m,elevation_m,n_valid_ecostress_passes
lst_median_may_aug,1.0,0.007501295664401423,-0.22167218426057625,-0.01687208639910986,-0.6709738312162036,0.11610611780638252
impervious_pct,0.007501295664401423,1.0,0.10982279120614985,0.32334714705595613,-0.2894722611933192,0.47178010026637174
ndvi_median_may_aug,-0.22167218426057625,0.10982279120614985,1.0,0.08036477631452171,0.08130033746829904,0.0018729542594433592
dist_to_water_m,-0.01687208639910986,0.32334714705595613,0.08036477631452171,1.0,-0.05231077435241033,0.21323904548688472
elevation_m,-0.6709738312162036,-0.2894722611933192,0.08130033746829904,-0.05231077435241033,1.0,-0.3739123858207327
n_valid_ecostress_passes,0.11610611780638252,0.47178010026637174,0.0018729542594433592,0.21323904548688472,-0.3739123858207327,1.0
