quadrant,n_cells,hotspot_n,hotspot_share_pct
north_east,627641,35837,5.70979269996702
north_west,795918,108406,13.620247311909015
south_east,795918,24387,3.0640091064657415
south_west,627641,116082,18.494967664636313
