stage,n_rows,share_of_unfiltered_pct
unfiltered_input_rows,4646746,100.0
dropped_open_water_rows,751073,16.163418443788405
dropped_lt3_ecostress_pass_rows,555,0.011943841991793828
final_filtered_rows,2847118,61.27122076394966
