outer_fold,retained_pr_auc,refit_pr_auc,pr_auc_refit_minus_retained,train_row_count,test_row_count
0,0.171784340737482,0.17178434073748203,2.7755575615628914e-17,480000,120000
1,0.1966094270999367,0.19660942709993673,2.7755575615628914e-17,480000,120000
2,0.1586436554781502,0.15864365547815026,5.551115123125783e-17,480000,120000
3,0.1268715297835644,0.12687152978356447,8.326672684688674e-17,480000,120000
4,0.1470583284648288,0.14705832846482889,8.326672684688674e-17,480000,120000
